//X,Y,Z,R,G,B,C2C absolute distances (Z),C2C absolute distances,C2C absolute distances (X),C2C absolute distances (Y)
10812
1.1735354662,0.8720875382,0.1197528988,255,252,0,-0.00037710,0.00056732,0.00023544,-0.00035244
1.1735347509,0.8933642507,0.1111706942,213,255,0,-0.00100931,0.00110307,-0.00036526,0.00025427
1.1735339165,0.9146415591,0.1043474823,177,255,0,-0.00053252,0.00067124,-0.00036609,0.00018156
1.1735310555,0.9359158278,0.1152842715,234,255,0,0.00002427,0.00025957,0.00023103,0.00011581
1.1735278368,0.9572019577,0.1311030686,255,193,0,0.00027306,0.00035939,0.00022781,0.00005198
1.1735256910,0.9784840941,0.1367448568,255,163,0,0.00029486,0.00037135,0.00022566,-0.00000590
1.1735240221,0.9997642636,0.1371866465,255,161,0,-0.00086336,0.00089436,0.00022399,-0.00006574
1.1735233068,1.0210711956,0.1290884167,255,203,0,-0.00062159,0.00098359,0.00022328,-0.00072885
1.1735229492,1.0422663689,0.1164812297,240,255,0,0.00012123,0.00034494,0.00022292,-0.00023365
1.1735224724,1.0635622740,0.1059050113,185,255,0,0.00141501,0.00147167,0.00022244,-0.00033772
1.1735210419,1.0848622322,0.1057227924,184,255,0,-0.00005721,0.00040764,0.00022101,-0.00033772
1.1735188961,1.1061636209,0.1096045747,204,255,0,-0.00072543,0.00080226,0.00021887,0.00026357
1.1735177040,1.1274623871,0.1060703546,186,255,0,0.00017036,0.00038111,0.00021768,0.00026238
1.1735171080,1.1486591101,0.0976461694,142,255,0,-0.00038883,0.00070060,0.00021708,-0.00054085
1.1735153198,1.1699595451,0.0985319465,147,255,0,-0.00031705,0.00082678,-0.00038469,0.00065958
1.1735113859,1.1912683249,0.1214727312,255,243,0,0.00017273,0.00027480,0.00021136,-0.00003171
1.1735085249,1.2125726938,0.1327945143,255,183,0,0.00006451,0.00075934,0.00020850,-0.00072730
1.1735063791,1.2337746620,0.1377063394,255,158,0,0.00023633,0.00038626,0.00020635,-0.00022531
1.1735047102,1.2550749779,0.1387981176,255,152,0,0.00019811,0.00049615,-0.00039530,-0.00022507
1.1735030413,1.2763749361,0.1387798786,255,152,0,0.00005987,0.00030896,0.00020301,-0.00022507
1.1735008955,1.2976775169,0.1452316642,255,118,0,0.00058167,0.00069474,0.00020087,-0.00032246
1.1734985113,1.3189800978,0.1519134492,255,84,0,-0.00026655,0.00046132,0.00019848,-0.00031996
1.1734967232,1.3401807547,0.1536752731,255,74,0,-0.00065473,0.00122571,0.00089669,-0.00051928
1.1734956503,1.3614791632,0.1495270431,255,96,0,-0.00012295,0.00029238,0.00019562,0.00017917
1.1734948158,1.3827759027,0.1411288232,255,140,0,-0.00041118,0.00077231,0.00019479,-0.00062406
1.1734949350,1.4040701389,0.1259306073,255,219,0,0.00083061,0.00092677,-0.00040507,0.00007010
1.1734950542,1.4252638817,0.1100474298,207,255,0,-0.00101257,0.00104013,0.00019503,-0.00013614
1.1734930277,1.4465651512,0.1131762117,224,255,0,-0.00045379,0.00076676,-0.00040698,0.00046515
1.1734900475,1.4678703547,0.1266059875,255,216,0,-0.00072402,0.00095580,-0.00040996,0.00047040
1.1734880209,1.4891718626,0.1305377632,255,195,0,-0.00067224,0.00091884,-0.00041199,0.00047183
1.1734863520,1.5104720592,0.1310795546,255,192,0,0.00101955,0.00114811,-0.00041366,-0.00032794
1.1734853983,1.5316698551,0.1252113581,255,222,0,0.00010136,0.00034275,0.00018537,0.00026989
1.1734839678,1.5529692173,0.1237131506,255,230,0,-0.00089685,0.00100302,-0.00041604,0.00016916
1.1734824181,1.5742690563,0.1230549216,255,234,0,-0.00112507,0.00125737,0.00018239,-0.00053096
1.1734811068,1.5955677032,0.1196317077,255,252,0,-0.00066829,0.00079163,-0.00041890,0.00006771
1.1734802723,1.6167652607,0.1131795272,224,255,0,-0.00188047,0.00256352,-0.00111973,-0.00133479
1.1734797955,1.6380612850,0.1030153111,171,255,0,-0.00166469,0.00183010,0.00017977,-0.00073874
1.1734787226,1.6593588591,0.0967950895,139,255,0,-0.00159591,0.00161207,0.00017869,-0.00014114
1.1734777689,1.6806566715,0.0908738673,108,255,0,-0.00206413,0.00215580,-0.00042224,0.00045669
1.1734749079,1.7019612789,0.1031266451,172,255,0,-0.00147335,0.00160131,-0.00042510,0.00046122
1.1734733582,1.7231612206,0.1028654650,171,255,0,-0.00158454,0.00244176,-0.00182664,-0.00033879
1.1734722853,1.7444592714,0.0978222489,145,255,0,-0.00162475,0.00173695,-0.00042772,-0.00044072
1.1734715700,1.7657560110,0.0895800292,102,255,0,0.00010803,0.00032659,0.00017154,0.00025606
1.1734699011,1.7870563269,0.0901808068,105,255,0,-0.00054819,0.00059481,0.00016987,0.00015628
1.1734671593,1.8083605766,0.1011975855,163,255,0,-0.00026242,0.00035011,0.00016713,0.00016057
1.1734641790,1.8295655251,0.1140994057,229,255,0,0.00117940,0.00134924,0.00016415,-0.00063443
1.1734620333,1.8508677483,0.1196021885,255,251,0,-0.00032781,0.00036708,0.00016201,-0.00003231
1.1734602451,1.8721683025,0.1211099699,255,243,0,0.00129997,0.00137865,-0.00043976,-0.00013173
1.1734561920,1.8934773207,0.1445717514,255,121,0,0.00034176,0.00057343,-0.00044382,-0.00012267
1.1734573841,1.9146674871,0.1190615669,255,254,0,-0.00018843,0.00168547,0.00015736,0.00166750
1.1734570265,1.9359626770,0.1065813452,190,255,0,0.00041135,0.00055468,0.00015700,-0.00033736
1.1734536886,1.9572690725,0.1229871288,255,233,0,-0.00085287,0.00099949,-0.00044632,0.00026906
1.1734513044,1.9785716534,0.1296789050,255,198,0,-0.00085109,0.00090612,0.00015128,0.00027168
1.1734502316,1.9998699427,0.1256106794,255,219,0,-0.00111932,0.00120844,0.00015020,-0.00042999
1.1734508276,2.0210621357,0.1054775044,185,255,0,-0.00056250,0.00136801,0.00015080,-0.00123787
1.1734499931,2.0423586369,0.0964262858,138,255,0,-0.00189871,0.00195175,-0.00045002,-0.00004125
1.1734480858,2.0636603832,0.1004470661,159,255,0,-0.00122293,0.00231545,-0.00185192,0.00066042
1.1734457016,2.0849633217,0.1082618386,200,255,0,-0.00108816,0.00168343,-0.00115430,0.00056338
1.1734437943,2.1061642170,0.1103466600,210,255,0,-0.00032334,0.00042523,0.00014377,-0.00023580
1.1734430790,2.1274611950,0.1030004397,172,255,0,0.00015044,0.00053711,-0.00045693,-0.00023890
1.1734426022,2.1487569809,0.0917622223,114,255,0,0.00013122,0.00059483,-0.00045741,0.00035691
1.1734412909,2.1700561047,0.0892300084,100,255,0,0.00200201,0.00230390,-0.00045872,-0.00104380
1.1734385490,2.1913599968,0.0998737812,156,255,0,-0.00026622,0.00039714,0.00013852,0.00026011
1.1734358072,2.2125642300,0.1103676036,211,255,0,0.00007761,0.00055809,0.00013578,-0.00053573
1.1734336615,2.2338664532,0.1161443815,241,255,0,0.00006438,0.00016257,0.00013363,0.00006652
1.1734321117,2.2551660538,0.1154141650,237,255,0,0.00050417,0.00052535,0.00013208,0.00006604
1.1734309196,2.2764649391,0.1121589467,220,255,0,0.00000895,0.00013580,0.00013089,-0.00003505
1.1734303236,2.2976610661,0.1024907604,170,255,0,-0.00029924,0.00035474,0.00013030,-0.00013900
1.1734291315,2.3189597130,0.0984795392,149,255,0,-0.00037446,0.00060678,0.00012910,0.00045967
1.1734242439,2.3402717113,0.1301293224,255,195,0,0.00001933,0.00026071,0.00012422,-0.00022840
1.1734218597,2.3615748882,0.1378110945,255,155,0,-0.00036891,0.00044899,0.00012183,-0.00022507
1.1734204292,2.3828740120,0.1355828792,255,167,0,-0.00047712,0.00059022,0.00012040,-0.00032592
1.1734198332,2.4040703773,0.1261947006,255,216,0,-0.00181530,0.00228986,0.00081980,-0.00112963
1.1734215021,2.4253582954,0.0950524807,132,255,0,0.00237848,0.00270914,-0.00117850,-0.00054169
1.1734198332,2.4466586113,0.0958492607,136,255,0,-0.00052974,0.00071738,-0.00048018,0.00005865
1.1734151840,2.4679698944,0.1248300448,255,222,0,0.00066005,0.00122361,0.00081515,-0.00063014
1.1734138727,2.4891686440,0.1218418628,255,238,0,-0.00013813,0.00059614,0.00011384,0.00056863
1.1734122038,2.5104689598,0.1228236407,255,233,0,-0.00076636,0.00091785,-0.00048780,-0.00013113
1.1734108925,2.5317678452,0.1198114231,255,249,0,-0.00005858,0.00018212,0.00011086,-0.00013208
1.1734095812,2.5530669689,0.1176312044,249,255,0,-0.00067879,0.00095887,-0.00049043,0.00046706
1.1734074354,2.5743694305,0.1234689876,255,229,0,-0.00030101,0.00039408,0.00010741,-0.00023055
1.1734052896,2.5955708027,0.1277108043,255,207,0,-0.00050920,0.00058628,0.00010526,0.00027084
1.1734037399,2.6168706417,0.1269525886,255,211,0,-0.00129741,0.00141520,-0.00049627,0.00027061
1.1734029055,2.6381683350,0.1211043596,255,242,0,-0.00101564,0.00115099,0.00010288,-0.00053167
1.1734023094,2.6594641209,0.1102841422,211,255,0,-0.00006586,0.00020422,0.00010228,0.00016403
1.1948720217,0.4252378345,0.0905695707,104,255,0,0.00016557,0.00425823,0.00357199,-0.00231215
1.1948693991,0.4465214908,0.1000873595,154,255,0,-0.00015264,0.00043217,0.00026941,0.00030148
1.1948662996,0.4678070843,0.1145691499,229,255,0,-0.00031085,0.00047303,0.00026631,0.00023708
1.1948643923,0.4890885353,0.1182619408,249,255,0,-0.00066806,0.00074033,0.00026441,0.00017855
1.1948618889,0.5103613138,0.1255177259,255,223,0,0.00993773,0.01345310,0.00226188,0.00878131
1.1948604584,0.5316411853,0.1251195222,255,225,0,0.00285953,0.00589174,0.00226045,-0.00462884
1.1948584318,0.5529224873,0.1285413206,255,207,0,0.00150132,0.00279770,0.00225842,-0.00068754
1.1948566437,0.5742033124,0.1307130903,255,195,0,-0.00158691,0.00177248,0.00025666,-0.00074667
1.1948550940,0.5954832435,0.1305548847,255,196,0,-0.00014512,0.00032814,0.00025511,-0.00014675
1.1948536634,0.6167525649,0.1286866665,255,206,0,0.00030667,0.00045840,0.00025368,-0.00022745
1.1948530674,0.6380290389,0.1195734590,255,254,0,0.00008346,0.00059191,-0.00044692,0.00037903
1.1948527098,0.6593038440,0.1060612500,185,255,0,0.00016125,0.00108369,-0.00044727,0.00097382
1.1948511600,0.6805838943,0.1061650366,186,255,0,0.00120503,0.00130260,0.00025117,-0.00042611
1.1948484182,0.7018682361,0.1174828261,245,255,0,0.00055283,0.00063464,0.00024843,0.00018823
1.1948455572,0.7231428623,0.1293656230,255,202,0,0.00001562,0.00027073,0.00024557,0.00011289
1.1948436499,0.7444241047,0.1325674057,255,186,0,-0.00009260,0.00026622,0.00024366,0.00005412
1.1948421001,0.7657036185,0.1313691884,255,192,0,-0.00030081,0.00038649,0.00024211,-0.00001639
1.1948406696,0.7869831324,0.1300609708,255,198,0,-0.00044903,0.00051524,0.00024068,-0.00007689
1.1948394775,0.8082619905,0.1272527725,255,213,0,-0.00026722,0.00038445,0.00023949,-0.00013798
1.1948376894,0.8295323849,0.1281345487,255,209,0,-0.00047545,0.00057438,0.00023770,-0.00021762
1.1948362589,0.8508117795,0.1265763491,255,216,0,-0.00012365,0.00038539,0.00023627,-0.00027823
1.1948353052,0.8720896840,0.1211041361,255,245,0,-0.00132586,0.00139140,0.00023532,-0.00035030
1.1948350668,0.8933646083,0.1080499291,196,255,0,-0.00114007,0.00123595,0.00023508,-0.00041538
1.1948347092,0.9146402478,0.0967167094,137,255,0,-0.00109429,0.00128223,-0.00046527,-0.00047976
1.1948331594,0.9359097481,0.0953335091,130,255,0,-0.00074149,0.00151522,-0.00106680,0.00077975
1.1948292255,0.9571986198,0.1182672977,249,255,0,-0.00002270,0.00023544,0.00022924,0.00004864
1.1948261261,0.9784843326,0.1331970692,255,182,0,-0.00029293,0.00037010,0.00022614,-0.00000566
1.1948240995,0.9997655749,0.1363588572,255,166,0,-0.00049114,0.00068690,-0.00047588,-0.00006443
1.1948229074,1.0210741758,0.1328206360,255,183,0,-0.00115937,0.00118729,0.00022292,-0.00012577
1.1948225498,1.0422691107,0.1197414622,255,252,0,-0.00017854,0.00036705,0.00022256,-0.00023091
1.1948221922,1.0635648966,0.1085242406,199,255,0,-0.00194576,0.00221102,-0.00047779,-0.00093508
1.1948218346,1.0848606825,0.0976490229,142,255,0,-0.00008598,0.00041438,0.00022185,-0.00033927
1.1948192120,1.1061638594,0.1061958075,186,255,0,-0.00016420,0.00038028,0.00021923,0.00026381
1.1948176622,1.1274640560,0.1064295843,188,255,0,-0.00092041,0.00104144,0.00021768,-0.00043595
1.1948167086,1.1486617327,0.1006084010,158,255,0,-0.00110160,0.00124506,0.00021672,-0.00053823
1.1948167086,1.1699558496,0.0851441845,77,255,0,0.00139918,0.00269934,0.00221670,-0.00064421
1.1948121786,1.1912666559,0.1131309643,223,255,0,0.00010096,0.00023735,0.00021219,-0.00003338
1.1948088408,1.2125728130,0.1292667389,255,202,0,0.00052674,0.00056729,0.00020885,-0.00002718
1.1948064566,1.2337757349,0.1366085559,255,164,0,0.00049856,0.00058436,0.00020647,-0.00022423
1.1948045492,1.2550770044,0.1400803328,255,145,0,0.00004034,0.00030532,0.00020456,-0.00022304
1.1948028803,1.2763773203,0.1409121156,255,141,0,0.00018212,0.00035203,0.00020289,-0.00022268
1.1948012114,1.2976778746,0.1420038939,255,136,0,-0.00013611,0.00044924,0.00020123,0.00037789
1.1947989464,1.3189799786,0.1478156894,255,105,0,-0.00018431,0.00038983,0.00019896,0.00028002
1.1947969198,1.3401815891,0.1518374979,255,84,0,-0.00082250,0.00086501,0.00019693,0.00018156
1.1947953701,1.3614814281,0.1513492763,255,87,0,-0.00069073,0.00088554,0.00019538,-0.00051856
1.1947942972,1.3827793598,0.1461110711,255,114,0,-0.00044893,0.00079022,0.00019431,-0.00062060
1.1947939396,1.4040751457,0.1351128519,255,171,0,-0.00055715,0.00059471,0.00019395,0.00007510
1.1947941780,1.4252685308,0.1180516630,249,255,0,-0.00019833,0.00078236,0.00019419,-0.00073147
1.1947938204,1.4465636015,0.1050294414,181,255,0,-0.00068056,0.00072065,0.00019383,-0.00013638
1.1947910786,1.4678678513,0.1160142198,239,255,0,-0.00038578,0.00048910,0.00019109,-0.00023210
1.1947882175,1.4891722202,0.1274299920,255,211,0,-0.00067000,0.00084101,0.00018823,0.00047219
1.1947863102,1.5104737282,0.1312917769,255,191,0,0.00032178,0.00049468,0.00018632,-0.00032628
1.1947848797,1.5316734314,0.1306636035,255,194,0,-0.00016640,0.00049376,0.00018489,-0.00042653
1.1947839260,1.5529706478,0.1235553771,255,231,0,-0.00030462,0.00055768,0.00018394,-0.00042939
1.1947827339,1.5742691755,0.1195681617,255,252,0,-0.00035184,0.00043105,0.00018275,0.00016916
1.1947813034,1.5955682993,0.1172279418,246,255,0,-0.00124206,0.00144721,-0.00051868,-0.00053167
1.1947803497,1.6167663336,0.1119017601,218,255,0,-0.00162824,0.00163855,0.00018036,-0.00003362
1.1947795153,1.6380634308,0.1045605391,180,255,0,-0.00095946,0.00290544,0.00017953,-0.00273657
1.1947795153,1.6593575478,0.0895703211,101,255,0,-0.00153168,0.00175727,0.00017953,-0.00084245
1.1947783232,1.6806560755,0.0853791013,80,255,0,-0.00182090,0.00214347,-0.00112164,-0.00014389
1.1947770119,1.7019547224,0.0820258781,62,255,0,-0.00121012,0.00171235,-0.00112295,0.00045466
1.1947745085,1.7231582403,0.0908707008,109,255,0,-0.00133630,0.00176607,-0.00112545,0.00025821
1.1947727203,1.7444593906,0.0942294747,126,255,0,-0.00055452,0.00063610,0.00017273,0.00025940
1.1947710514,1.7657592297,0.0936502591,123,255,0,-0.00083574,0.00096018,0.00017107,-0.00044072
1.1947697401,1.7870583534,0.0913690403,111,255,0,-0.00012996,0.00026602,0.00016975,0.00015831
1.1947678328,1.8083598614,0.0951958224,131,255,0,0.00019682,0.00030408,0.00016785,0.00015986
1.1947641373,1.8295669556,0.1138866395,228,255,0,0.00062664,0.00090571,0.00016415,-0.00063300
1.1947618723,1.8508695364,0.1204034165,255,247,0,-0.00020658,0.00026422,0.00016189,-0.00003052
1.1947592497,1.8721731901,0.1300221980,255,197,0,-0.00087780,0.00230634,0.00015926,-0.00212681
1.1947559118,1.8934799433,0.1473439783,255,106,0,0.00135398,0.00212940,-0.00114405,0.00117993
1.1947555542,1.9146753550,0.1355257928,255,168,0,0.00030579,0.00388861,-0.00254440,-0.00292468
1.1947554350,1.9359698296,0.1210475788,255,243,0,0.00571758,0.01486154,-0.00114453,0.01366985
1.1947550774,1.9572653770,0.1094573587,205,255,0,0.00007736,0.00031694,0.00015509,0.00026536
1.1947517395,1.9785715342,0.1253711283,255,221,0,-0.00123887,0.00127733,0.00015175,0.00027156
1.1947501898,1.9998714924,0.1255629212,255,219,0,-0.00060707,0.00064848,0.00015020,0.00017154
1.1947493553,2.0210685730,0.1183467358,252,255,0,-0.00135326,0.00171794,0.00084937,-0.00063133
1.1947507858,2.0423574448,0.0895645097,102,255,0,0.00155851,0.00177612,0.00085080,-0.00004244
1.1947491169,2.0636577606,0.0898692980,103,255,0,-0.00060670,0.00062618,0.00014913,-0.00004220
1.1947467327,2.0849606991,0.0978090763,145,255,0,0.00039607,0.00042421,0.00014675,-0.00003934
1.1947442293,2.1061639786,0.1061958969,189,255,0,0.00009590,0.00029277,0.00014424,-0.00023603
1.1947422028,2.1274657249,0.1110226810,214,255,0,-0.00073732,0.00083524,0.00014222,0.00036573
1.1947408915,2.1487641335,0.1067214534,192,255,0,0.00047145,0.00061210,0.00014091,0.00036407
1.1947402954,2.1700608730,0.0982102379,148,255,0,0.00102824,0.00119940,-0.00055969,0.00026083
1.1947386265,2.1913609505,0.0987620205,151,255,0,-0.00016698,0.00033950,0.00013864,0.00026107
1.1947362423,2.2125639915,0.1061448380,189,255,0,0.00072484,0.00143929,0.00013626,-0.00123596
1.1947333813,2.2338688374,0.1189016178,255,254,0,0.00079162,0.00080573,0.00013340,0.00006890
1.1947312355,2.2551705837,0.1232443899,255,231,0,0.00014439,0.00020750,0.00013125,0.00007057
1.1947296858,2.2764706612,0.1232361719,255,231,0,-0.00046383,0.00048251,0.00012970,-0.00002933
1.1947283745,2.2976694107,0.1203649938,255,246,0,0.00091499,0.00108675,-0.00057161,-0.00013065
1.1947271824,2.3189680576,0.1162707731,242,255,0,0.00042077,0.00064208,0.00012720,0.00046802
1.1947244406,2.3402721882,0.1275115609,255,209,0,0.00100157,0.00137101,0.00012445,-0.00092793
1.1947218180,2.3615763187,0.1378033310,255,155,0,-0.00124668,0.00139230,-0.00057817,-0.00022364
1.1947200298,2.3828766346,0.1386051178,255,151,0,-0.00078489,0.00085731,0.00012004,-0.00032330
1.1947188377,2.4040756226,0.1358769238,255,165,0,-0.00024308,0.00032263,0.00011885,0.00017571
1.1947181225,2.4253721237,0.1269587129,255,211,0,-0.00093129,0.00125151,0.00081813,0.00017214
1.1947183609,2.4466650486,0.1091894880,205,255,0,-0.00050052,0.00354889,-0.00058162,0.00346494
1.1947164536,2.4679667950,0.1130942702,225,255,0,0.00070427,0.00154203,0.00011647,0.00136685
1.1947135925,2.4891710281,0.1244340912,255,225,0,-0.00185590,0.00295579,-0.00118637,0.00197101
1.1947121620,2.5104703903,0.1224958748,255,234,0,-0.00336413,0.00397434,0.00211215,-0.00012970
1.1947106123,2.5317699909,0.1219876558,255,237,0,-0.00285234,0.00318474,0.00141060,-0.00012994
1.1947088242,2.5530710220,0.1241494268,255,226,0,-0.00015058,0.00029480,0.00010884,-0.00022888
1.1947075129,2.5743699074,0.1213012114,255,240,0,-0.00064879,0.00069672,0.00010753,-0.00023007
1.1947056055,2.5955710411,0.1242730319,255,225,0,-0.00139697,0.00154217,-0.00059438,0.00027108
1.1947038174,2.6168720722,0.1265148222,255,213,0,-0.00143518,0.00146442,0.00010383,0.00027204
1.1947025061,2.6381709576,0.1242865920,255,225,0,-0.00124341,0.00125929,0.00010252,0.00017095
1.1947017908,2.6594672203,0.1144663692,233,255,0,0.00011637,0.00022768,0.00010180,0.00016713
1.2162734270,0.4252343476,0.0773568153,35,255,0,0.00111081,0.00121369,0.00037348,-0.00031567
1.2162714005,0.4465155900,0.0805746019,52,255,0,-0.00002240,0.00044250,-0.00032854,0.00029558
1.2162669897,0.4678061604,0.1079833955,195,255,0,0.00114340,0.00127347,0.00036705,-0.00042385
1.2162644863,0.4890896976,0.1171021834,243,255,0,0.00040218,0.00057178,0.00036454,0.00017971
1.2162623405,0.5103613734,0.1215299740,255,243,0,0.00500997,0.00927659,0.00236237,0.00744140
1.2162606716,0.5316417813,0.1224417612,255,239,0,0.00854176,0.00972098,-0.00033927,-0.00462824
1.2162587643,0.5529226065,0.1246935427,255,227,0,0.00496354,0.00637285,0.00295877,-0.00268739
1.2162573338,0.5742024183,0.1241753325,255,230,0,-0.00040467,0.00053741,-0.00034261,-0.00008756
1.2162550688,0.5954849124,0.1307171285,255,195,0,-0.00079288,0.00088080,0.00035512,-0.00014508
1.2162533998,0.6167548299,0.1303889155,255,197,0,-0.00002109,0.00041382,-0.00034654,-0.00022519
1.2162522078,0.6380335689,0.1271407008,255,214,0,-0.00072929,0.00085908,0.00035226,-0.00028646
1.2162516117,0.6593097448,0.1172154918,243,255,0,-0.00005451,0.00046932,-0.00034833,0.00030977
1.2162511349,0.6805855632,0.1063252836,186,255,0,0.00177529,0.00185880,0.00035119,-0.00042444
1.2162488699,0.7018681169,0.1130410656,222,255,0,0.00022107,0.00045388,0.00034893,0.00018811
1.2162458897,0.7231431007,0.1257778704,255,221,0,0.00048786,0.00060868,0.00034595,0.00011313
1.2162437439,0.7444252372,0.1313896477,255,192,0,-0.00008035,0.00035736,0.00034380,0.00005525
1.2162420750,0.7657051682,0.1312114298,255,192,0,0.00019144,0.00040612,-0.00035787,-0.00001484
1.2162410021,0.7869836092,0.1271332204,255,214,0,-0.00068678,0.00077868,-0.00035894,-0.00007641
1.2162401676,0.8082606792,0.1196550131,255,253,0,-0.00035499,0.00052427,-0.00035977,-0.00013930
1.2162381411,0.8295321465,0.1233967990,255,234,0,-0.00069320,0.00081172,-0.00036180,-0.00021785
1.2162364721,0.8508127928,0.1249485910,255,225,0,-0.00073141,0.00086251,-0.00036347,-0.00027722
1.2162352800,0.8720914125,0.1214003786,255,243,0,-0.00028962,0.00056376,0.00033534,-0.00034857
1.2162349224,0.8933666945,0.1092551723,202,255,0,-0.00096483,0.00148885,0.00033498,-0.00108331
1.2162351608,0.9146398902,0.0916839540,111,255,0,-0.00237805,0.00345529,-0.00036478,-0.00248009
1.2162361145,0.9359003901,0.0668337494,0,237,17,0.00002475,0.00037823,-0.00036383,0.00010037
1.2162313461,0.9571923018,0.0978085399,143,255,0,0.00037754,0.00052933,-0.00036860,0.00004232
1.2162265778,0.9784837961,0.1276193261,255,211,0,-0.00020067,0.00042392,-0.00037336,-0.00000620
1.2162241936,0.9997664094,0.1343611181,255,176,0,-0.00016887,0.00037108,0.00032425,-0.00006360
1.2162226439,1.0210767984,0.1350328922,255,172,0,0.00012289,0.00041548,-0.00037730,-0.00012314
1.2162216902,1.0422738791,0.1276247054,255,211,0,-0.00036530,0.00101694,0.00092173,-0.00022614
1.2162221670,1.0635664463,0.1083344817,198,255,0,0.00023448,0.00055583,-0.00037777,-0.00033355
1.2162219286,1.0848618746,0.0963812694,136,255,0,0.00156527,0.00164538,-0.00037801,-0.00033808
1.2162195444,1.1061645746,0.1035760492,173,255,0,0.00032605,0.00052766,0.00031960,0.00026453
1.2162175179,1.1274662018,0.1077488214,195,255,0,0.00040882,0.00061987,-0.00038242,0.00026619
1.2162159681,1.1486661434,0.1075376421,194,255,0,0.00108764,0.00115533,-0.00038397,0.00006616
1.2162144184,1.1699656248,0.1060784236,186,255,0,-0.00008158,0.00039950,-0.00038552,0.00006568
1.2162125111,1.1912671328,0.1099182069,207,255,0,0.00096821,0.00104337,-0.00038743,-0.00003290
1.2162094116,1.2125723362,0.1235789806,255,231,0,-0.00014102,0.00041613,-0.00039053,-0.00002766
1.2162069082,1.2337757349,0.1323907971,255,186,0,0.00054079,0.00066103,0.00030696,-0.00022423
1.2162047625,1.2550779581,0.1382125914,255,155,0,0.00007260,0.00045909,-0.00039518,-0.00022209
1.2162027359,1.2763792276,0.1414243579,255,139,0,-0.00047565,0.00065784,-0.00039721,-0.00022078
1.2162011862,1.2976794243,0.1418361366,255,136,0,0.00021614,0.00055541,-0.00039876,-0.00032055
1.2161992788,1.3189799786,0.1433979273,255,128,0,-0.00013207,0.00045770,0.00029933,-0.00032008
1.2161972523,1.3401820660,0.1485697478,255,101,0,-0.00047025,0.00064531,-0.00040269,0.00018203
1.2161957026,1.3614821434,0.1488815248,255,100,0,-0.00047848,0.00065232,-0.00040424,0.00018215
1.2161942720,1.3827811480,0.1462832987,255,113,0,-0.00052670,0.00086427,0.00029433,-0.00061882
1.2161936760,1.4040777683,0.1374950856,255,159,0,-0.00050491,0.00058928,0.00029373,0.00007772
1.2161939144,1.4252707958,0.1194469035,255,252,0,-0.00020310,0.00149957,-0.00040603,-0.00142920
1.2161939144,1.4465647936,0.1037426814,174,255,0,-0.00075732,0.00082355,0.00029397,-0.00013518
1.2161922455,1.4678653479,0.1054604650,183,255,0,0.00034046,0.00050635,0.00029230,-0.00023460
1.2161887884,1.4891716242,0.1218122467,255,240,0,-0.00054775,0.00083155,-0.00041115,0.00047159
1.2161864042,1.5104749203,0.1299740225,255,198,0,0.00028402,0.00051808,0.00028646,-0.00032508
1.2161844969,1.5316760540,0.1330058277,255,182,0,-0.00136417,0.00223243,-0.00171554,-0.00042391
1.2161835432,1.5529735088,0.1266876161,255,215,0,-0.00129238,0.00142322,-0.00041640,-0.00042653
1.2161829472,1.5742702484,0.1178644001,249,255,0,-0.00104560,0.00124411,-0.00041699,-0.00052977
1.2161815166,1.5955691338,0.1151401848,234,255,0,-0.00077982,0.00083197,0.00028157,0.00006914
1.2161803246,1.6167680025,0.1120700017,219,255,0,-0.00165000,0.00199432,-0.00111973,-0.00003195
1.2161792517,1.6380659342,0.1068367809,191,255,0,-0.00140322,0.00160808,0.00027931,-0.00073409
1.2161790133,1.6593610048,0.0942505598,126,255,0,-0.00093644,0.00128791,0.00027907,-0.00083899
1.2161791325,1.6806546450,0.0774183422,38,255,0,-0.00167166,0.00172992,-0.00042081,-0.00014532
1.2161785364,1.7019506693,0.0673161149,0,241,13,-0.00011189,0.00121383,-0.00112152,0.00045061
1.2161765099,1.7231527567,0.0726019442,13,255,0,0.00038695,0.00067053,-0.00042343,-0.00034726
1.2161730528,1.7444597483,0.0907187164,107,255,0,0.00043972,0.00067952,0.00027311,-0.00044024
1.2161703110,1.7657636404,0.1009904966,161,255,0,0.00029050,0.00047647,0.00027037,0.00026369
1.2161687613,1.7870635986,0.1006582826,160,255,0,0.00048828,0.00108169,-0.00043118,0.00086355
1.2161673307,1.8083631992,0.0994790643,154,255,0,0.00102706,0.00112634,-0.00043261,0.00016320
1.2161643505,1.8295680285,0.1122988835,220,255,0,0.00106888,0.00126955,0.00026441,-0.00063193
1.2161617279,1.8508719206,0.1220126599,255,238,0,-0.00045734,0.00052771,0.00026178,-0.00002813
1.2161598206,1.8721725941,0.1241244376,255,228,0,-0.00062557,0.00077542,-0.00044012,-0.00012743
1.2161579132,1.8934738636,0.1275062263,255,210,0,0.00101623,0.00111536,-0.00044203,-0.00012612
1.2161579132,1.9146683216,0.1127610430,222,255,0,0.00004105,0.00045157,0.00025797,0.00036836
1.2161571980,1.9359648228,0.1040468141,177,255,0,0.00158682,0.00735282,-0.00174284,0.00696480
1.2161574364,1.9572583437,0.0870305970,88,255,0,0.00058160,0.00202654,0.00085747,-0.00174165
1.2161523104,1.9785709381,0.1196173802,255,251,0,0.00121738,0.00131521,0.00025237,-0.00042903
