//X,Y,Z,R,G,B,C2C absolute distances (Z),C2C absolute distances,C2C absolute distances (X),C2C absolute distances (Y)
43044
0.5768494010,1.3245974779,0.1445040703,255,133,0,-0.00026593,0.00082164,-0.00077063,-0.00010252
0.5768484473,1.3352974653,0.1442726552,255,134,0,-0.00015734,0.00019291,-0.00011158,-0.00000250
0.5768480897,1.3459968567,0.1396012455,255,158,0,-0.00042875,0.00099480,0.00055808,-0.00070310
0.5768494606,1.3566943407,0.1206498295,255,253,0,-0.00163017,0.00361318,0.00189948,-0.00260568
0.5768499970,1.3672927618,0.1090024263,198,255,0,-0.00055757,0.00057836,-0.00011003,-0.00010729
0.5768489242,1.3779928684,0.1096780151,201,255,0,0.00012802,0.00016966,-0.00011110,-0.00000715
0.5768478513,1.3886929750,0.1108215973,207,255,0,-0.00079840,0.00080628,-0.00011218,-0.00000703
0.5768467188,1.3993930817,0.1121201888,213,255,0,-0.00056981,0.00058101,-0.00011331,-0.00000691
0.5768455863,1.4099934101,0.1138527915,222,255,0,-0.00056721,0.00057867,-0.00011444,-0.00000656
0.5768442750,1.4206937551,0.1164763719,235,255,0,-0.00035363,0.00037214,-0.00011575,-0.00000620
0.5768430233,1.4313941002,0.1187449545,246,255,0,-0.00039504,0.00041205,-0.00011700,-0.00000584
0.5768421292,1.4420939684,0.1184425429,245,255,0,-0.00022746,0.00025627,-0.00011790,-0.00000608
0.5768412948,1.4527938366,0.1173771247,240,255,0,-0.00073288,0.00074834,-0.00011873,0.00009382
0.5768405199,1.4633936882,0.1160177290,233,255,0,-0.00040227,0.00041970,-0.00011951,-0.00000632
0.5768398046,1.4740935564,0.1142883077,224,255,0,-0.00078169,0.00099661,-0.00012022,-0.00060642
0.5768392086,1.4847930670,0.1109818965,207,255,0,-0.00059810,0.00061725,-0.00012082,0.00009310
0.5768384933,1.4954928160,0.1091594845,198,255,0,-0.00028051,0.00031950,-0.00012153,0.00009286
0.5768375397,1.5061928034,0.1091730744,198,255,0,-0.00076693,0.00078216,-0.00012249,0.00009274
0.5768365860,1.5167927742,0.1093276739,199,255,0,-0.00029232,0.00031740,-0.00012344,-0.00000727
0.5768349171,1.5274935961,0.1149962544,228,255,0,0.00010625,0.00018894,-0.00012511,0.00009358
0.5768337846,1.5381937027,0.1164088398,234,255,0,-0.00088116,0.00089507,-0.00012624,0.00009370
0.5768330693,1.5488934517,0.1144454256,225,255,0,-0.00077458,0.00079046,-0.00012696,0.00009346
0.5768323541,1.5595932007,0.1125090048,215,255,0,-0.00060099,0.00079643,-0.00012767,-0.00050676
0.5768318176,1.5701928139,0.1092726067,199,255,0,-0.00065739,0.00067619,-0.00012821,0.00009286
0.5768314004,1.5808922052,0.1049031913,177,255,0,-0.00102681,0.00120015,-0.00012863,-0.00060785
0.5768311024,1.5915914774,0.0994997770,150,255,0,-0.00061022,0.00096113,0.00054109,-0.00050855
0.5768319964,1.6022895575,0.0848003700,76,255,0,-0.00006763,0.00057814,0.00054199,0.00018954
0.5768318772,1.6129887104,0.0778679475,41,255,0,-0.00100005,0.00113046,-0.00012815,-0.00051129
0.5768307447,1.6235888004,0.0792505443,48,255,0,-0.00010046,0.00018626,-0.00012928,0.00008881
0.5768289566,1.6342898607,0.0863011330,83,255,0,-0.00002687,0.00052735,-0.00013107,-0.00051010
0.5768272877,1.6449905634,0.0921577215,113,255,0,-0.00061828,0.00066047,-0.00013274,0.00019062
0.5768256187,1.6556912661,0.0975353047,140,255,0,-0.00019070,0.00030165,-0.00013441,0.00019121
0.5768238902,1.6662920713,0.1037329063,171,255,0,-0.00068709,0.00105565,-0.00079614,0.00009203
0.5768221021,1.6769930124,0.1107974872,207,255,0,0.00013749,0.00054311,-0.00013793,-0.00050700
0.5768203139,1.6876938343,0.1173350736,240,255,0,-0.00443493,0.00452626,-0.00013971,0.00089383
0.5768185258,1.6983947754,0.1241346672,255,235,0,0.00003467,0.00024324,-0.00014150,0.00019479
0.5768173933,1.7090948820,0.1254732460,255,228,0,-0.00028676,0.00037492,-0.00014263,0.00019491
0.5768163800,1.7196950912,0.1261618435,255,225,0,-0.00054815,0.00059932,-0.00014365,0.00019515
0.5768153667,1.7303950787,0.1263904274,255,224,0,-0.00054957,0.00060082,-0.00014466,0.00019503
0.5768144727,1.7410950661,0.1259490103,255,226,0,0.00058901,0.00063731,-0.00014555,0.00019503
0.5768135786,1.7517950535,0.1257175952,255,228,0,-0.00036241,0.00048973,-0.00014645,0.00029504
0.5768128037,1.7624948025,0.1239761859,255,236,0,-0.00054381,0.00069396,-0.00014722,-0.00040519
0.5768120885,1.7730945349,0.1221747845,255,246,0,-0.00039522,0.00046468,-0.00014794,0.00019455
0.5768110156,1.7837946415,0.1233233660,255,240,0,-0.00081664,0.00085264,-0.00014901,0.00019467
0.5768100619,1.7944947481,0.1231419593,255,240,0,-0.00091804,0.00097580,-0.00014997,0.00029480
0.5768093467,1.8051944971,0.1211805493,255,250,0,-0.00049945,0.00066078,-0.00015068,-0.00040555
0.5768087506,1.8158941269,0.1185861304,246,255,0,-0.00052387,0.00079819,0.00051874,-0.00030589
0.5768080950,1.8264937401,0.1161807328,234,255,0,-0.00016927,0.00037150,-0.00015193,0.00029373
0.5768076181,1.8371931314,0.1119303107,213,255,0,-0.00056969,0.00071645,-0.00015241,-0.00040686
0.5768077374,1.8478920460,0.1035058945,170,255,0,0.00016589,0.00036880,-0.00015229,0.00029206
0.5768074989,1.8585913181,0.0978164822,142,255,0,-0.00069851,0.00077874,-0.00015253,-0.00030863
0.5768082142,1.8691896200,0.0848990828,77,255,0,-0.00021992,0.00039411,-0.00015181,0.00028968
0.5768077374,1.8798890114,0.0801496655,53,255,0,0.00112867,0.00152290,-0.00015229,-0.00101101
0.5768061876,1.8905895948,0.0849852487,77,255,0,-0.00003175,0.00032942,-0.00015384,0.00028956
0.5768052340,1.9012897015,0.0852808431,79,255,0,0.00054884,0.00064921,-0.00015479,-0.00031030
0.5768038630,1.9119901657,0.0887644291,96,255,0,0.00046343,0.00057891,-0.00015616,-0.00030982
0.5768010020,1.9225921631,0.1044000238,174,255,0,-0.00013997,0.00273690,-0.00148898,0.00229216
0.5767981410,1.9332941771,0.1200336069,253,255,0,0.00116361,0.00193742,0.00117815,-0.00100577
0.5767967105,1.9439946413,0.1235621944,255,238,0,0.00013220,0.00037071,-0.00016332,-0.00030541
0.5767952800,1.9546952248,0.1272607744,255,219,0,0.00039077,0.00052226,-0.00016475,-0.00030482
0.5767941475,1.9653954506,0.1283693612,255,214,0,-0.00065064,0.00070193,-0.00016588,-0.00020456
0.5767933130,1.9759953022,0.1279679537,255,216,0,-0.00093205,0.00099466,-0.00016671,-0.00030470
0.5767925978,1.9866950512,0.1262865365,255,225,0,-0.00006346,0.00035362,-0.00016743,-0.00030494
0.5767918825,1.9973948002,0.1243351400,255,234,0,-0.00040486,0.00071338,0.00050187,-0.00030518
0.5767911673,2.0080945492,0.1223537251,255,244,0,-0.00039627,0.00047727,-0.00016886,-0.00020552
0.5767900348,2.0187945366,0.1233423054,255,240,0,-0.00020769,0.00033804,-0.00016999,-0.00020552
0.5767890811,2.0293946266,0.1236909106,255,237,0,-0.00020909,0.00047816,-0.00017095,0.00039458
0.5767880678,2.0400948524,0.1243194938,255,234,0,-0.00075051,0.00086529,-0.00017196,0.00039482
0.5767869949,2.0507948399,0.1250780672,255,231,0,-0.00019193,0.00047187,-0.00017303,0.00039482
0.5767861009,2.0614948273,0.1244666576,255,234,0,-0.00151335,0.00153708,-0.00017393,-0.00020528
0.5767854452,2.0720944405,0.1221652627,255,245,0,-0.00124474,0.00129355,-0.00017458,-0.00030565
0.5767848492,2.0827941895,0.1195238456,251,255,0,-0.00177615,0.00200145,-0.00017518,-0.00090575
0.5767846107,2.0934934616,0.1135264263,221,255,0,-0.00117357,0.00149323,-0.00017542,-0.00090647
0.5767845511,2.1041924953,0.1064430177,185,255,0,-0.00154698,0.00221593,0.00049454,-0.00150752
0.5767844915,2.1148912907,0.0988976061,147,255,0,-0.00038339,0.00047045,-0.00017554,-0.00020862
0.5767865777,2.1254880428,0.0744451955,24,255,0,-0.00032181,0.00108710,0.00049657,-0.00091195
0.5767863989,2.1361873150,0.0684967861,0,249,5,0.00015678,0.00223307,-0.00217360,0.00048733
0.5767820477,2.1468908787,0.0955723748,130,255,0,-0.00046962,0.00226555,-0.00017798,-0.00220919
0.5767796040,2.1575925350,0.1075699553,191,255,0,0.00100996,0.00130563,-0.00018042,-0.00080752
0.5767774582,2.1682939529,0.1175675392,241,255,0,0.00098754,0.00128777,-0.00018257,-0.00080609
0.5767757297,2.1788945198,0.1238411441,255,237,0,0.00032114,0.00042348,-0.00018430,-0.00020552
0.5767744184,2.1895949841,0.1266697198,255,222,0,0.00026973,0.00038632,-0.00018561,-0.00020504
0.5767731667,2.2002952099,0.1287783086,255,212,0,-0.00014170,0.00025690,-0.00018686,-0.00010490
0.5767719746,2.2109954357,0.1307169050,255,202,0,-0.00018309,0.00028256,-0.00018805,-0.00010467
0.5767711401,2.2216954231,0.1297654808,255,207,0,0.00011548,0.00024489,-0.00018889,-0.00010467
0.5767701268,2.2322955132,0.1304340810,255,204,0,-0.00025591,0.00055399,0.00048012,-0.00010443
0.5767694712,2.2429950237,0.1278126687,255,216,0,-0.00074734,0.00089409,0.00047946,-0.00010490
0.5767688155,2.2536947727,0.1254312545,255,228,0,0.00000125,0.00021822,-0.00019121,-0.00010514
0.5767678618,2.2643947601,0.1253698319,255,229,0,0.00020984,0.00030334,-0.00019217,-0.00010514
0.5767666698,2.2749950886,0.1272484362,255,219,0,0.00026843,0.00034705,-0.00019336,-0.00010490
0.5767655969,2.2856953144,0.1284670234,255,213,0,-0.00111298,0.00113468,-0.00019443,-0.00010467
0.5767649412,2.2963948250,0.1258256137,255,227,0,0.00001562,0.00022217,-0.00019509,-0.00010514
0.5767638087,2.3070950508,0.1276641935,255,217,0,-0.00068581,0.00072100,-0.00019622,-0.00010490
0.5767626762,2.3177952766,0.1289527863,255,211,0,-0.00024721,0.00031636,-0.00019735,-0.00000477
0.5767617822,2.3283953667,0.1283913851,255,213,0,-0.00117862,0.00127384,0.00047177,-0.00010467
0.5767611861,2.3390948772,0.1256599575,255,228,0,-0.00128004,0.00136805,0.00047117,-0.00010514
0.5767606497,2.3497943878,0.1221685484,255,245,0,-0.00089145,0.00100808,0.00047064,-0.00000572
0.5767604709,2.3604936600,0.1160091385,233,255,0,-0.00058086,0.00061422,-0.00019956,-0.00000644
0.5767601132,2.3711929321,0.1110697165,208,255,0,-0.00125028,0.00151138,0.00047010,-0.00070715
0.5767598152,2.3817920685,0.1058533192,182,255,0,-0.00059668,0.00063857,-0.00020021,-0.00010800
0.5767590404,2.3924920559,0.1042219028,174,255,0,-0.00027810,0.00034322,-0.00020099,-0.00000787
0.5767579079,2.4031922817,0.1058534980,182,255,0,0.00016350,0.00026008,-0.00020212,-0.00000763
0.5767564774,2.4138927460,0.1097440794,201,255,0,0.00043408,0.00063723,0.00046647,-0.00000715
0.5767539144,2.4245946407,0.1228286624,255,242,0,-0.00035134,0.00080536,-0.00020611,0.00069475
0.5767519474,2.4351954460,0.1309272647,255,201,0,0.00028726,0.00078878,-0.00020808,-0.00070453
0.5767505765,2.4458959103,0.1343458444,255,183,0,-0.00012416,0.00024352,-0.00020945,-0.00000405
0.5767494440,2.4565961361,0.1354844272,255,178,0,-0.00095557,0.00097850,-0.00021058,-0.00000381
0.5767485499,2.4672961235,0.1351430118,255,180,0,-0.00085700,0.00088792,-0.00021148,0.00009608
0.5767478347,2.4778959751,0.1333616078,255,189,0,-0.00054839,0.00058803,-0.00021219,-0.00000405
0.5767470598,2.4885957241,0.1315401942,255,198,0,-0.00141981,0.00143570,-0.00021297,-0.00000429
0.5767466426,2.4992949963,0.1275287867,255,218,0,-0.00168121,0.00184421,0.00045663,-0.00060511
0.5767464042,2.5099942684,0.1214873791,255,249,0,-0.00072262,0.00085985,0.00045639,0.00009418
0.5767468214,2.5206928253,0.1105449572,206,255,0,-0.00046504,0.00051993,-0.00021321,0.00009274
0.5767465830,2.5312922001,0.1046505570,176,255,0,0.00091056,0.00093527,-0.00021344,-0.00000787
0.5767451525,2.5419926643,0.1087771431,197,255,0,0.00026714,0.00035516,-0.00021487,0.00009274
0.5767431259,2.5526938438,0.1173327267,240,255,0,0.00012273,0.00065530,-0.00021690,-0.00060606
0.5767415166,2.5633945465,0.1224003136,255,243,0,0.00000031,0.00023813,-0.00021851,0.00009465
0.5767401457,2.5740950108,0.1261588931,255,225,0,-0.00018111,0.00030033,-0.00021988,0.00009513
0.5767387152,2.5846955776,0.1297774911,255,207,0,0.00056750,0.00061658,-0.00022131,0.00009561
0.5767374039,2.5953958035,0.1327960789,255,191,0,-0.00095393,0.00115089,-0.00022262,-0.00060415
0.5767365098,2.6060957909,0.1320646703,255,195,0,-0.00149533,0.00164002,0.00044650,-0.00050426
0.5767357349,2.6167955399,0.1305832565,255,202,0,-0.00077674,0.00083178,-0.00022429,0.00019550
0.5767352581,2.6274950504,0.1270818412,255,220,0,-0.00098816,0.00113224,-0.00022477,-0.00050497
0.5767350197,2.6380944252,0.1212604418,255,249,0,-0.00025956,0.00052375,0.00044501,0.00009441
0.5767350793,2.6487932205,0.1130820289,219,255,0,-0.00058797,0.00089483,0.00044507,-0.00050688
0.5767347217,2.6594927311,0.1081726104,194,255,0,-0.00093739,0.00108943,-0.00022531,-0.00050735
0.5876021981,0.4168964326,0.1300553828,255,207,0,-0.00063461,0.00063577,-0.00002778,0.00002643
0.5876011848,0.4275765121,0.1307239681,255,203,0,-0.00058603,0.00058734,-0.00002879,0.00002652
0.5876001716,0.4382565320,0.1310925633,255,201,0,-0.00070743,0.00070900,-0.00002980,0.00003654
0.5875995159,0.4489362538,0.1287511587,255,213,0,-0.00044884,0.00045224,-0.00003046,0.00004625
0.5875988007,0.4596160054,0.1268797368,255,222,0,-0.00053026,0.00053412,-0.00003117,0.00005600
0.5875983238,0.4702954292,0.1226983294,255,243,0,-0.00070167,0.00070457,-0.00003165,0.00005543
0.5875980854,0.4809747338,0.1172329187,238,255,0,-0.00029708,0.00030572,-0.00003189,0.00006473
0.5875973105,0.4916545451,0.1157955080,231,255,0,-0.00027449,0.00028630,-0.00003266,0.00007454
0.5875971317,0.5023236871,0.1093640924,198,255,0,0.00009409,0.00012393,-0.00003284,0.00007367
0.5875963569,0.5130034089,0.1077626869,190,255,0,-0.00026731,0.00028203,-0.00003362,0.00008339
0.5875943899,0.5236845016,0.1160952672,232,255,0,-0.00051473,0.00052284,-0.00003558,0.00008452
0.5875924230,0.5343656540,0.1244298592,255,235,0,-0.00117014,0.00495114,-0.00336760,0.00343567
0.5875906944,0.5450464487,0.1307284385,255,203,0,-0.00040156,0.00041728,-0.00003928,0.00010645
0.5875895023,0.5557267070,0.1325470358,255,194,0,-0.00043297,0.00045024,-0.00004047,0.00011671
0.5875884295,0.5664068460,0.1333056241,255,190,0,-0.00106438,0.00107271,-0.00004154,0.00012684
0.5875874758,0.5770868063,0.1332542151,255,190,0,0.00037421,0.00039738,-0.00004250,0.00012678
0.5875865817,0.5877667665,0.1330827922,255,191,0,-0.00049721,0.00051750,-0.00004339,0.00013679
0.5875858665,0.5984465480,0.1310713887,255,201,0,-0.00063860,0.00065669,-0.00004411,0.00014657
0.5875852108,0.6091161966,0.1286699772,255,213,0,-0.00044002,0.00068556,-0.00004476,-0.00052381
0.5875847340,0.6197956800,0.1247085631,255,234,0,-0.00027144,0.00031617,-0.00004524,0.00015569
0.5875838995,0.6304755807,0.1240371540,255,237,0,-0.00001284,0.00016276,-0.00004607,0.00015557
0.5875831246,0.6411553621,0.1223657429,255,245,0,-0.00035426,0.00039374,-0.00004685,0.00016534
0.5875823498,0.6518351436,0.1209843308,255,252,0,-0.00037567,0.00041720,-0.00004762,0.00017512
0.5875812769,0.6625153422,0.1222929209,255,246,0,-0.00027708,0.00033691,-0.00004870,0.00018537
0.5875802636,0.6731954813,0.1229615062,255,242,0,0.00003151,0.00020417,-0.00004971,0.00019550
0.5875789523,0.6838757992,0.1258500963,255,228,0,-0.00044991,0.00049332,-0.00005102,0.00019580
0.5875779390,0.6945558786,0.1260586828,255,226,0,-0.00048132,0.00052608,-0.00005203,0.00020587
0.5875769854,0.7052358985,0.1263272613,255,225,0,-0.00013274,0.00025891,-0.00005299,0.00021589
0.5875761509,0.7159057856,0.1252958626,255,231,0,-0.00051413,0.00056017,-0.00005382,0.00021577
0.5875752568,0.7265856862,0.1249544472,255,232,0,0.00028445,0.00036719,-0.00005472,0.00022566
0.5875741839,0.7372658253,0.1259730309,255,227,0,-0.00002697,0.00023419,-0.00005579,0.00022584
0.5875742435,0.7479447722,0.1177066192,240,255,0,0.00056662,0.00093762,0.00061423,-0.00042522
0.5875751972,0.7586227059,0.1022072136,163,255,0,-0.00010279,0.00026921,-0.00005478,0.00024271
0.5875738263,0.7693031430,0.1056507975,180,255,0,0.00044080,0.00060930,-0.00005615,-0.00041687
0.5875721574,0.7799839377,0.1113713905,209,255,0,-0.00304861,0.00344064,-0.00005782,0.00159395
0.5875704885,0.7906646729,0.1170929745,237,255,0,-0.00159702,0.00179566,-0.00071949,-0.00039530
0.5875691175,0.8013451099,0.1205145642,255,255,0,-0.00013544,0.00031264,-0.00006086,0.00027514
0.5875679255,0.8120254278,0.1224031523,255,245,0,-0.00042685,0.00051723,-0.00006205,0.00028545
0.5875669122,0.8226954937,0.1230017394,255,242,0,-0.00028826,0.00041059,-0.00006306,0.00028551
0.5875662565,0.8333750963,0.1204103380,255,255,0,-0.00045966,0.00059658,-0.00006372,-0.00037491
0.5875657797,0.8440546393,0.1167079210,236,255,0,-0.00037208,0.00052542,-0.00006419,-0.00036538
0.5875645280,0.8547349572,0.1189475134,247,255,0,0.00339752,0.00457379,-0.00072545,0.00297493
0.5875632763,0.8654152155,0.1211760938,255,251,0,0.01058609,0.01093441,-0.00139672,-0.00235480
0.5875620842,0.8760955334,0.1234146878,255,240,0,0.01280469,0.01328522,-0.00339794,0.00099552
0.5875608325,0.8867758512,0.1256132722,255,228,0,0.00356327,0.01871360,0.01060081,-0.01500416
0.5875596404,0.8974560499,0.1277518570,255,218,0,0.00342186,0.01011533,0.00459963,-0.00833392
0.5875584483,0.9081363082,0.1294204444,255,210,0,0.00149044,0.00230525,0.00059843,-0.00165367
0.5875574350,0.9188164473,0.1301890314,255,206,0,-0.00008097,0.00033189,-0.00007254,-0.00031358
0.5875562429,0.9294866323,0.1321976185,255,195,0,-0.00000238,0.00036416,-0.00007373,0.00035661
