//X,Y,Z,R,G,B,C2C absolute distances (Z),C2C absolute distances,C2C absolute distances (X),C2C absolute distances (Y)
43044
1.0998170376,1.2499430180,0.1365687102,255,174,0,-0.00033128,0.00034624,-0.00008297,-0.00005698
1.0998154879,1.2605438232,0.1422373056,255,145,0,0.00050731,0.00091447,-0.00008452,-0.00075614
1.0998136997,1.2712447643,0.1493058950,255,109,0,-0.00004411,0.00011154,-0.00008631,-0.00005519
1.0998123884,1.2819448709,0.1508944780,255,101,0,-0.00061552,0.00062416,-0.00008762,-0.00005507
1.0998111963,1.2926450968,0.1523030549,255,94,0,-0.00024694,0.00026627,-0.00008881,0.00004506
1.0998103619,1.3033449650,0.1518216580,255,97,0,-0.00084834,0.00085424,-0.00008965,0.00004494
1.0998098850,1.3139446974,0.1488102525,255,112,0,0.00016025,0.00019199,-0.00009012,-0.00005531
1.0998091698,1.3246444464,0.1468688399,255,121,0,-0.00072116,0.00072897,-0.00009084,-0.00005555
1.0998089314,1.3353437185,0.1414474249,255,149,0,-0.00074257,0.00169363,-0.00069106,-0.00135624
1.0998092890,1.3460422754,0.1306360066,255,204,0,-0.00025399,0.00073713,-0.00069070,0.00004232
1.0998086929,1.3567416668,0.1265245974,255,224,0,-0.00006540,0.00011982,-0.00009131,0.00004172
1.0998082161,1.3673413992,0.1242331937,255,236,0,-0.00083681,0.00084387,-0.00009179,-0.00005865
1.0998073816,1.3780411482,0.1228117868,255,243,0,-0.00037821,0.00039156,-0.00009263,0.00004113
1.0998061895,1.3887414932,0.1250103712,255,231,0,-0.00050963,0.00051986,-0.00009382,0.00004148
1.0998046398,1.3994419575,0.1292289495,255,210,0,-0.00069106,0.00098124,-0.00069535,0.00004196
1.0998034477,1.4100424051,0.1317275465,255,198,0,-0.00061245,0.00092848,-0.00069654,0.00004244
1.0998022556,1.4207426310,0.1335761398,255,189,0,-0.00049385,0.00050524,-0.00009775,0.00004268
1.0998010635,1.4314428568,0.1350147277,255,181,0,-0.00018527,0.00021437,-0.00009894,0.00004292
1.0997999907,1.4421429634,0.1364033073,255,174,0,0.00007331,0.00013122,-0.00010002,0.00004292
1.0997990370,1.4528429508,0.1361718923,255,175,0,-0.00044811,0.00048107,-0.00010097,0.00014293
1.0997983217,1.4634426832,0.1345204860,255,183,0,-0.00126952,0.00127430,-0.00010169,0.00004268
1.0997974873,1.4741426706,0.1338090748,255,187,0,-0.00026092,0.00028357,-0.00010252,0.00004268
1.0997966528,1.4848425388,0.1321676672,255,195,0,0.00033766,0.00038082,-0.00010335,0.00014257
1.0997954607,1.4955427647,0.1347562522,255,183,0,0.00003625,0.00018067,-0.00010455,0.00014281
1.0997939110,1.5062433481,0.1387248337,255,163,0,0.00022483,0.00028694,-0.00010610,0.00014329
1.0997927189,1.5168436766,0.1415434331,255,148,0,-0.00008656,0.00014459,-0.00010729,0.00004363
1.0997912884,1.5275440216,0.1445420235,255,133,0,-0.00052798,0.00055796,-0.00010872,0.00014400
1.0997900963,1.5382443666,0.1467506140,255,122,0,-0.00032939,0.00079579,-0.00070989,0.00014436
1.0997891426,1.5489443541,0.1467091888,255,122,0,-0.00074081,0.00076285,-0.00011086,0.00014436
1.0997885466,1.5596439838,0.1442477703,255,135,0,-0.00088222,0.00099933,-0.00011146,-0.00045598
1.0997879505,1.5702435970,0.1406763792,255,153,0,-0.00060362,0.00063051,-0.00011206,0.00014365
1.0997877121,1.5809428692,0.1352949589,255,180,0,-0.00069503,0.00089785,-0.00011230,-0.00055718
1.0997877121,1.5916417837,0.1274635494,255,219,0,-0.00032645,0.00139836,-0.00071228,-0.00115824
1.0997873545,1.6023411751,0.1228821352,255,242,0,-0.00061786,0.00104887,-0.00071263,-0.00045884
1.0997855663,1.6130421162,0.1293807179,255,210,0,-0.00134929,0.00154583,-0.00071442,0.00024211
1.0997844934,1.6236422062,0.1307793111,255,202,0,-0.00013068,0.00022505,-0.00011551,0.00014222
1.0997831821,1.6343426704,0.1334678978,255,189,0,-0.00049210,0.00052552,-0.00011683,0.00014269
1.0997818708,1.6450430155,0.1358864903,255,177,0,-0.00055350,0.00072740,-0.00011814,-0.00045693
1.0997812748,1.6557426453,0.1331550777,255,190,0,0.00096507,0.00100216,-0.00011873,0.00024259
1.0997802019,1.6663427353,0.1340736747,255,186,0,-0.00053632,0.00100739,-0.00071979,-0.00045729
1.0997793674,1.6770426035,0.1334322542,255,189,0,-0.00020775,0.00034142,-0.00012064,0.00024259
1.0997786522,1.6877423525,0.1318608373,255,197,0,-0.00118916,0.00127995,-0.00012136,-0.00045764
1.0997779369,1.6984421015,0.1296594292,255,208,0,-0.00028057,0.00068654,0.00057793,0.00024211
1.0997774601,1.7091416121,0.1257980168,255,228,0,-0.00102198,0.00108990,-0.00012255,-0.00035834
1.0997772217,1.7197408676,0.1196566150,251,255,0,-0.00039338,0.00123026,-0.00012279,-0.00115919
1.0997768641,1.7304401398,0.1146131977,225,255,0,-0.00120680,0.00161087,-0.00012314,-0.00105989
1.0997766256,1.7411394119,0.1090147868,197,255,0,-0.00126521,0.00180247,-0.00072336,-0.00106061
1.0997756720,1.7518393993,0.1088543683,196,255,0,-0.00081563,0.00090042,-0.00012434,-0.00036061
1.0997743607,1.7625397444,0.1118409634,212,255,0,-0.00062904,0.00101865,-0.00072563,0.00033975
1.0997726917,1.7731405497,0.1182695627,244,255,0,-0.00027043,0.00038369,-0.00012732,0.00024056
1.0997714996,1.7838407755,0.1199481413,252,255,0,0.00007814,0.00028391,-0.00012851,0.00024080
1.0997693539,1.7945420742,0.1290767193,255,211,0,-0.00024328,0.00071513,0.00056934,-0.00035787
1.0997689962,1.8052414656,0.1246653125,255,233,0,-0.00017469,0.00040527,-0.00013101,0.00034142
1.0997679234,1.8159415722,0.1252138913,255,231,0,-0.00055611,0.00066585,-0.00013208,0.00034153
1.0997672081,1.8265413046,0.1234624982,255,239,0,-0.00062750,0.00073489,-0.00013280,-0.00035870
1.0997663736,1.8372411728,0.1228110790,255,243,0,-0.00093892,0.00101399,-0.00013363,-0.00035882
1.0997660160,1.8479405642,0.1178326681,242,255,0,-0.00127733,0.00160312,-0.00013399,-0.00095940
1.0997654200,1.8586401939,0.1153822616,229,255,0,-0.00058774,0.00065652,-0.00013459,-0.00025976
1.0997642279,1.8692405224,0.1172938496,239,255,0,-0.00127615,0.00151192,-0.00073576,0.00034058
1.0997627974,1.8799409866,0.1210754439,255,251,0,-0.00046456,0.00154841,-0.00143719,0.00034094
1.0997610092,1.8906418085,0.1273340285,255,219,0,-0.00045598,0.00058655,-0.00013900,0.00034177
1.0997598171,1.9013421535,0.1293026060,255,210,0,-0.00086740,0.00094291,-0.00014019,0.00034213
1.0997586250,1.9120423794,0.1315211952,255,198,0,-0.00103880,0.00107957,-0.00014138,-0.00025761
1.0997576714,1.9226423502,0.1313397884,255,199,0,-0.00036021,0.00051694,-0.00014234,0.00034237
1.0997570753,1.9333419800,0.1288583726,255,212,0,-0.00071163,0.00077033,-0.00014293,-0.00025797
1.0997563601,1.9440417290,0.1270669550,255,221,0,-0.00073305,0.00079040,-0.00014365,-0.00025833
1.0997558832,1.9547412395,0.1226655468,255,243,0,-0.00052445,0.00060233,-0.00014412,-0.00025880
1.0997561216,1.9654400349,0.1136111394,221,255,0,-0.00046886,0.00051587,-0.00014389,-0.00015998
1.0997561216,1.9760389328,0.1053917408,179,255,0,-0.00067826,0.00074087,-0.00014389,-0.00026107
1.0997555256,1.9867385626,0.1024923250,165,255,0,-0.00031768,0.00043605,-0.00014448,-0.00026143
1.0997538567,1.9974393845,0.1086859107,196,255,0,0.00063591,0.00070260,-0.00014615,-0.00026059
1.0997519493,2.0081400871,0.1157164946,231,255,0,0.00046650,0.00098949,-0.00014806,-0.00085998
1.0997503996,2.0188410282,0.1208870783,255,252,0,0.00134708,0.00136466,-0.00014961,-0.00015903
1.0997484922,2.0294420719,0.1282656789,255,215,0,-0.00019433,0.00035675,-0.00015152,-0.00025797
1.0997474194,2.0401422977,0.1297742575,255,207,0,-0.00061575,0.00068473,-0.00015259,-0.00025773
1.0997463465,2.0508422852,0.1305228472,255,204,0,0.00002284,0.00077033,-0.00075364,-0.00015783
1.0997455120,2.0615420341,0.1292014271,255,210,0,-0.00052857,0.00057293,-0.00015450,-0.00015807
1.0997447968,2.0721418858,0.1273000240,255,219,0,-0.00081998,0.00087357,-0.00015521,-0.00025821
1.0997440815,2.0828416348,0.1260786206,255,226,0,-0.00030138,0.00037444,-0.00015593,-0.00015831
1.0997442007,2.0935404301,0.1167182028,237,255,0,-0.00146180,0.00288941,0.00124419,-0.00215960
1.0997445583,2.1042392254,0.1062787846,183,255,0,-0.00012121,0.00333285,-0.00215542,0.00253916
1.0997449160,2.1149377823,0.0958393738,131,255,0,0.00116938,0.00140138,-0.00075507,-0.00016212
1.0997434855,2.1255381107,0.0998739749,151,255,0,-0.00020602,0.00030521,-0.00015652,-0.00016189
1.0997420549,2.1362385750,0.1039185598,172,255,0,-0.00058144,0.00080815,-0.00015795,0.00053859
1.0997407436,2.1469388008,0.1059231386,182,255,0,-0.00054687,0.00059195,-0.00015926,-0.00016117
1.0997393131,2.1576397419,0.1101847216,204,255,0,-0.00056528,0.00059076,-0.00016069,-0.00006032
1.0997382402,2.1683397293,0.1114653200,210,255,0,-0.00080468,0.00082299,-0.00016177,-0.00006032
1.0997369289,2.1789400578,0.1137139127,221,255,0,-0.00094609,0.00097328,-0.00016308,-0.00015998
1.0997359753,2.1896400452,0.1144705042,225,255,0,-0.00096950,0.00099621,-0.00016403,-0.00015998
1.0997350216,2.2003400326,0.1142720878,224,255,0,-0.00092791,0.00094438,-0.00016499,-0.00006008
1.0997344255,2.2110395432,0.1113386676,210,255,0,-0.00126133,0.00127359,-0.00016558,-0.00006056
1.0997341871,2.2217388153,0.1051942557,178,255,0,-0.00052574,0.00075200,0.00053418,-0.00006127
1.0997335911,2.2323384285,0.1020818502,163,255,0,0.00175185,0.00191314,-0.00076640,-0.00006151
1.0997332335,2.2430379391,0.0974534377,139,255,0,0.00113844,0.00136736,0.00053322,0.00053787
1.0997327566,2.2537374496,0.0939250216,122,255,0,-0.00042598,0.00046188,-0.00016725,-0.00006247
1.0997313261,2.2644379139,0.0977486148,141,255,0,-0.00105239,0.00249352,-0.00216866,0.00063801
1.0997314453,2.2750368118,0.0887732133,96,255,0,-0.00163379,0.00263946,-0.00146854,-0.00146317
1.0997294188,2.2857379913,0.0978277996,142,255,0,0.00132380,0.00226255,0.00122941,-0.00136209
1.0997273922,2.2964389324,0.1061973795,183,255,0,0.00035738,0.00139654,-0.00017262,0.00133896
1.0997244120,2.3071410656,0.1224089637,255,244,0,-0.00034104,0.00038808,-0.00017560,-0.00005889
1.0997235775,2.3178410530,0.1215375513,255,249,0,0.00017755,0.00025364,-0.00017643,0.00004101
1.0997222662,2.3284416199,0.1245861501,255,233,0,0.00042615,0.00046541,-0.00017774,-0.00005841
1.0997209549,2.3391418457,0.1276847273,255,217,0,0.00011472,0.00022047,-0.00017905,-0.00005817
1.0997196436,2.3498423100,0.1303233206,255,204,0,0.00061332,0.00064068,-0.00018036,0.00004220
1.0997185707,2.3605422974,0.1309119016,255,201,0,0.00057191,0.00060148,-0.00018144,0.00004220
1.0997177362,2.3712422848,0.1300904900,255,205,0,-0.00027952,0.00033635,-0.00018227,0.00004220
1.0997169018,2.3818418980,0.1294590831,255,209,0,-0.00071092,0.00073642,-0.00018311,-0.00005817
1.0997159481,2.3925423622,0.1298376769,255,207,0,-0.00075233,0.00077568,-0.00018406,0.00004244
1.0997147560,2.4032423496,0.1308962554,255,201,0,-0.00087374,0.00089417,-0.00018525,0.00004244
1.0997138023,2.4139423370,0.1310148388,255,201,0,-0.00092517,0.00094467,-0.00018620,0.00004244
1.0997128487,2.4246423244,0.1313134283,255,199,0,-0.00077657,0.00081139,-0.00018716,0.00014234
1.0997120142,2.4352421761,0.1308120340,255,201,0,-0.00097796,0.00099676,-0.00018799,0.00004220
1.0997110605,2.4459421635,0.1303506047,255,204,0,-0.00045939,0.00049852,-0.00018895,0.00004220
1.0997103453,2.4566419125,0.1285391897,255,213,0,-0.00081082,0.00083376,-0.00018966,0.00004196
1.0997091532,2.4673421383,0.1303077936,255,204,0,0.00137779,0.00139819,-0.00019085,0.00014210
1.0997077227,2.4779427052,0.1346763819,255,182,0,0.00203638,0.00425976,-0.00349224,0.00134277
1.0997068882,2.4886426926,0.1332849711,255,189,0,0.00375497,0.00863460,-0.00489306,0.00604272
1.0997061729,2.4993422031,0.1308735609,255,201,0,0.00845356,0.00926009,-0.00349379,0.00144219
1.0997054577,2.5100419521,0.1295421422,255,208,0,0.00935214,0.00955367,0.00180542,0.00074196
1.0997043848,2.5207421780,0.1301907301,255,204,0,0.00394073,0.00763063,-0.00289559,-0.00585771
1.0997033119,2.5313422680,0.1313293278,255,199,0,0.00021933,0.00063070,-0.00019670,-0.00055766
1.0997021198,2.5420424938,0.1330079138,255,191,0,0.00010791,0.00026671,-0.00019789,0.00014257
1.0997012854,2.5527424812,0.1324264854,255,193,0,-0.00035352,0.00062974,0.00050128,0.00014257
1.0997005701,2.5634422302,0.1300450861,255,205,0,-0.00012492,0.00027503,-0.00019944,0.00014234
1.0996998549,2.5741419792,0.1286536753,255,213,0,-0.00060633,0.00078579,-0.00020015,-0.00045800
1.0996989012,2.5847420692,0.1282822639,255,214,0,-0.00046773,0.00052859,-0.00020111,0.00014210
1.0996984243,2.5954415798,0.1243108585,255,234,0,0.00007086,0.00126313,0.00049841,-0.00115848
1.0996983051,2.6061406136,0.1174064428,240,255,0,-0.00001356,0.00024628,-0.00020170,0.00014067
1.0996978283,2.6168401241,0.1141810268,224,255,0,-0.00029898,0.00088909,-0.00080216,0.00024009
1.0996968746,2.6275401115,0.1136716083,222,255,0,0.00025161,0.00040275,-0.00020313,0.00024009
1.0996961594,2.6381399632,0.1121462062,213,255,0,0.00070620,0.00074824,-0.00020385,0.00013995
1.0996948481,2.6488404274,0.1153537929,230,255,0,0.00013379,0.00052085,-0.00020516,-0.00045967
1.0996935368,2.6595406532,0.1179493740,243,255,0,-0.00017063,0.00036002,-0.00020647,0.00024056
1.1105929613,0.4169423282,0.1241101623,255,237,0,-0.00020984,0.00022207,-0.00000703,0.00007233
1.1105918884,0.4276223779,0.1245387495,255,234,0,-0.00039125,0.00039798,-0.00000811,0.00007239
1.1105910540,0.4383023381,0.1242173389,255,236,0,-0.00016266,0.00018254,-0.00000894,0.00008234
1.1105902195,0.4489821792,0.1228659227,255,243,0,-0.00015408,0.00017981,-0.00000978,0.00009218
1.1105896235,0.4596618116,0.1202245131,253,255,0,-0.00013549,0.00016979,-0.00001037,0.00010180
1.1105887890,0.4703416824,0.1193030998,249,255,0,-0.00058690,0.00059575,-0.00001121,0.00010169
1.1105874777,0.4810220599,0.1220916882,255,247,0,0.00102169,0.00134786,0.00068748,-0.00054795
1.1105861664,0.4917024672,0.1252902746,255,231,0,-0.00012973,0.00088738,0.00068617,-0.00054753
1.1105852127,0.5023723841,0.1244688705,255,235,0,-0.00281113,0.00292920,-0.00061476,-0.00054759
1.1105843782,0.5130522847,0.1239674613,255,237,0,0.00082746,0.00098694,-0.00001562,-0.00053769
1.1105835438,0.5237321258,0.1225760430,255,244,0,0.00137604,0.00913220,-0.00661647,0.00614214
1.1105827093,0.5344120264,0.1216046363,255,249,0,0.00123464,0.00182116,-0.00061727,-0.00118798
1.1105811596,0.5450926423,0.1269632131,255,222,0,0.00124322,0.00148196,-0.00061882,-0.00051737
1.1105805635,0.5557722449,0.1238418147,255,238,0,0.00016181,0.00022996,-0.00001943,0.00016224
1.1105806828,0.5664511323,0.1151263937,228,255,0,0.00072639,0.00096977,-0.00061929,0.00017112
1.1105812788,0.5771294236,0.1025959849,164,255,0,0.00089598,0.00091205,-0.00001872,0.00016940
1.1105815172,0.5878082514,0.0934215710,118,255,0,-0.00002343,0.00018076,-0.00001848,0.00017828
1.1105805635,0.5984882116,0.0928141624,115,255,0,-0.00035883,0.00040567,-0.00001943,0.00018823
1.1105791330,0.6091587543,0.0967957452,135,255,0,-0.00021125,0.00028407,-0.00002086,0.00018877
1.1105778217,0.6198390722,0.0999083370,151,255,0,-0.00007466,0.00021377,-0.00002217,0.00019908
1.1105762720,0.6305196881,0.1043659225,173,255,0,0.00026593,0.00033339,-0.00002372,0.00019968
1.1105744839,0.6412006617,0.1115655154,210,255,0,-0.00041448,0.00046564,-0.00002551,0.00021064
1.1105729342,0.6518812180,0.1159560978,231,255,0,-0.00035390,0.00041822,-0.00002706,0.00022119
1.1105716228,0.6625616550,0.1190376952,247,255,0,0.00000770,0.00023354,-0.00002837,0.00023168
1.1105701923,0.6732421517,0.1227062792,255,243,0,0.00014628,0.00028449,-0.00002980,0.00024217
1.1105685234,0.6839228272,0.1282948703,255,216,0,-0.00041513,0.00048197,-0.00003147,0.00024283
1.1105675697,0.6946029663,0.1291134506,255,211,0,-0.00022654,0.00034112,-0.00003242,0.00025296
1.1105663776,0.7052831650,0.1301420480,255,206,0,-0.00035796,0.00044555,-0.00003362,0.00026315
1.1105656624,0.7159529328,0.1286706328,255,213,0,-0.00020936,0.00033784,-0.00003433,0.00026292
1.1105649471,0.7266327143,0.1271892190,255,221,0,-0.00049078,0.00063239,-0.00003505,-0.00039726
1.1105642319,0.7373124361,0.1251578033,255,231,0,-0.00035220,0.00044672,-0.00003576,0.00027245
1.1105632782,0.7479924560,0.1251563877,255,231,0,-0.00049362,0.00056991,-0.00003672,0.00028247
1.1105619669,0.7586727738,0.1274849921,255,219,0,-0.00077501,0.00082934,-0.00003803,0.00029278
1.1105608940,0.7693529129,0.1286535710,255,213,0,0.00010358,0.00032251,-0.00003910,0.00030291
1.1105597019,0.7800332308,0.1309321672,255,202,0,-0.00053783,0.00089293,-0.00064027,0.00031322
1.1105586290,0.7907133102,0.1317407489,255,198,0,-0.00084925,0.00091821,-0.00004137,-0.00034666
1.1105577946,0.8013932109,0.1309193373,255,202,0,-0.00066066,0.00074274,-0.00004220,-0.00033677
1.1105567217,0.8120734096,0.1320179254,255,197,0,-0.00029208,0.00044537,-0.00004327,0.00033343
1.1105556488,0.8227434754,0.1324665099,255,195,0,-0.00019349,0.00038810,-0.00004435,0.00033349
1.1105551720,0.8334228396,0.1283151060,255,216,0,0.00004511,0.00033329,-0.00004482,-0.00032717
1.1105548143,0.8441022635,0.1234936938,255,240,0,-0.00086631,0.00092385,-0.00004518,-0.00031775
1.1105543375,0.8547818661,0.1202622801,253,255,0,0.00085228,0.00090743,-0.00004566,-0.00030816
1.1105530262,0.8654621840,0.1230508685,255,242,0,0.00005087,0.00036872,-0.00004697,0.00036216
1.1105512381,0.8761429787,0.1291794628,255,211,0,0.00013946,0.00040120,-0.00004876,0.00037301
1.1105513573,0.8868219852,0.1213280484,255,251,0,-0.00004195,0.00029509,-0.00004864,-0.00028801
1.1105499268,0.8975024223,0.1247366369,255,234,0,-0.00014336,0.00031640,-0.00005007,-0.00027758
1.1105484962,0.9081829190,0.1286152154,255,214,0,-0.00042479,0.00050441,-0.00005150,-0.00026709
1.1105469465,0.9188635349,0.1331638098,255,191,0,-0.00029619,0.00040195,-0.00005305,-0.00026649
1.1105455160,0.9295340180,0.1371123940,255,171,0,0.00008239,0.00028370,-0.00005448,-0.00026596
1.1105442047,0.9402143955,0.1397809833,255,157,0,-0.00010902,0.00028341,-0.00005579,-0.00025558
1.1105430126,0.9508947730,0.1423795670,255,145,0,-0.00012043,0.00027907,-0.00005698,-0.00024521
1.1105418205,0.9615749717,0.1441981494,255,136,0,0.00058815,0.00063603,-0.00005817,-0.00023502
1.1105403900,0.9722554684,0.1477167457,255,118,0,0.00064674,0.00069053,-0.00005960,-0.00023454
1.1105395555,0.9829354286,0.1473953426,255,119,0,-0.00057466,0.00061994,-0.00006044,-0.00022459
1.1105389595,0.9936149716,0.1444139183,255,134,0,-0.00032608,0.00039535,-0.00006104,-0.00021505
1.1105381250,1.0042948723,0.1431325227,255,141,0,-0.00084747,0.00087415,-0.00006187,-0.00020516
1.1105374098,1.0149445534,0.1410311013,255,151,0,-0.00107890,0.00111050,-0.00006258,-0.00025547
1.1105368137,1.0256441832,0.1381396949,255,166,0,-0.00090030,0.00091586,-0.00006318,-0.00015581
1.1105363369,1.0363436937,0.1341082752,255,186,0,-0.00034173,0.00038112,-0.00006366,-0.00015628
1.1105358601,1.0470432043,0.1304268539,255,204,0,-0.00067315,0.00069413,-0.00006413,-0.00015676
1.1105351448,1.0576428175,0.1284254640,255,215,0,0.00008546,0.00027862,-0.00006485,-0.00025713
1.1105343103,1.0683428049,0.1278840452,255,217,0,-0.00066595,0.00068740,-0.00006568,-0.00015724
1.1105341911,1.0790419579,0.1213526428,255,250,0,-0.00102736,0.00149500,-0.00066578,-0.00085807
1.1105335951,1.0897415876,0.1183462217,244,255,0,-0.00051378,0.00054173,-0.00006640,-0.00015843
1.1105335951,1.1004405022,0.1101198122,202,255,0,-0.00073019,0.00073561,-0.00006640,-0.00005949
1.1105329990,1.1110401154,0.1070684120,187,255,0,-0.00031159,0.00035656,-0.00006700,-0.00015986
1.1105318069,1.1217403412,0.1090309918,197,255,0,-0.00019901,0.00057988,-0.00006819,0.00054038
1.1105303764,1.1324409246,0.1134825796,219,255,0,-0.00077742,0.00079657,-0.00006962,-0.00015903
1.1105290651,1.1431412697,0.1161061600,233,255,0,-0.00034384,0.00035596,-0.00007093,-0.00005877
1.1105275154,1.1538418531,0.1212727427,255,251,0,-0.00014726,0.00017414,-0.00007248,-0.00005817
1.1105258465,1.1644427776,0.1271113455,255,221,0,0.00021134,0.00027366,-0.00007415,-0.00015724
1.1105246544,1.1751430035,0.1286199242,255,213,0,-0.00047007,0.00050129,-0.00007534,-0.00015700
1.1105237007,1.1858429909,0.1288685203,255,213,0,-0.00035147,0.00036414,-0.00007629,-0.00005698
1.1105226278,1.1965429783,0.1293371022,255,210,0,-0.00029290,0.00030826,-0.00007737,-0.00005698
1.1105219126,1.2071429491,0.1287757009,255,213,0,0.00004570,0.00018120,-0.00007808,-0.00015700
1.1105209589,1.2178426981,0.1275842935,255,219,0,-0.00034571,0.00035923,-0.00007904,-0.00005734
1.1105203629,1.2285423279,0.1245828718,255,234,0,0.00001287,0.00009918,-0.00007963,-0.00005770
1.1105190516,1.2392426729,0.1272414476,255,220,0,0.00070144,0.00070842,-0.00008094,-0.00005734
1.1105175018,1.2499434948,0.1322700381,255,195,0,0.00058004,0.00058860,-0.00008249,-0.00005651
1.1105155945,1.2605445385,0.1410186440,255,151,0,-0.00009136,0.00013617,-0.00008440,-0.00005543
1.1105140448,1.2712452412,0.1463072151,255,124,0,-0.00057279,0.00058178,-0.00008595,-0.00005472
1.1105123758,1.2819458246,0.1502757967,255,105,0,-0.00010420,0.00014651,-0.00008762,-0.00005412
1.1105114222,1.2926458120,0.1508343816,255,102,0,0.00066438,0.00067182,-0.00008857,0.00004578
1.1105101109,1.3033462763,0.1538129747,255,87,0,0.00012298,0.00015919,-0.00008988,0.00004625
1.1105096340,1.3139458895,0.1503015757,255,104,0,-0.00083843,0.00084502,-0.00009036,-0.00005412
1.1105090380,1.3246455193,0.1479401588,255,116,0,-0.00068983,0.00069793,-0.00009096,-0.00005448
1.1105085611,1.3353450298,0.1439987570,255,136,0,-0.00041124,0.00073587,0.00060856,0.00004506
1.1105082035,1.3460444212,0.1395573318,255,159,0,-0.00016266,0.00019199,-0.00009179,0.00004447
1.1105080843,1.3567433357,0.1317259222,255,198,0,0.00021592,0.00023864,-0.00009191,0.00004339
1.1105080843,1.3673424721,0.1248745248,255,232,0,-0.00034548,0.00036210,-0.00009191,-0.00005758
1.1105077267,1.3780417442,0.1201431155,253,255,0,-0.00049689,0.00050710,-0.00009227,0.00004172
1.1105067730,1.3887417316,0.1201217026,253,255,0,-0.00011830,0.00015629,-0.00009322,0.00004172
1.1105054617,1.3994420767,0.1229702830,255,242,0,-0.00078972,0.00079647,-0.00009453,0.00004208
1.1105040312,1.4100426435,0.1266488731,255,223,0,-0.00036113,0.00037609,-0.00009596,0.00004268
1.1105023623,1.4207434654,0.1325474679,255,194,0,-0.00037253,0.00038756,-0.00009763,0.00004351
1.1105010509,1.4314438105,0.1350260526,255,181,0,-0.00023395,0.00025777,-0.00009894,0.00004387
1.1105000973,1.4421437979,0.1354746372,255,179,0,-0.00045536,0.00046824,-0.00009990,0.00004375
1.1104990244,1.4528439045,0.1359332204,255,177,0,-0.00003678,0.00017958,-0.00010097,0.00014389
1.1104981899,1.4634438753,0.1357618123,255,177,0,-0.00039819,0.00041333,-0.00010180,0.00004387
1.1104972363,1.4741438627,0.1350803971,255,181,0,-0.00047961,0.00049245,-0.00010276,0.00004387
1.1104964018,1.4848437309,0.1343689859,255,184,0,-0.00025101,0.00030726,-0.00010359,0.00014377
1.1104953289,1.4955438375,0.1351275742,255,180,0,0.00026758,0.00032134,-0.00010467,0.00014389
1.1104940176,1.5062441826,0.1381161660,255,166,0,0.00001617,0.00017962,-0.00010598,0.00014412
1.1104927063,1.5168446302,0.1415447593,255,148,0,-0.00004524,0.00012468,-0.00010729,0.00004458
1.1104916334,1.5275446177,0.1418833435,255,147,0,-0.00023666,0.00029776,-0.00010836,0.00014460
1.1104904413,1.5382448435,0.1437419355,255,137,0,-0.00085807,0.00087708,-0.00010955,0.00014484
1.1104894876,1.5489449501,0.1441405118,255,136,0,-0.00053948,0.00056944,-0.00011051,0.00014496
1.1104887724,1.5596446991,0.1425091028,255,144,0,-0.00086090,0.00114318,-0.00071120,0.00024474
1.1104881763,1.5702443123,0.1390077025,255,161,0,-0.00085230,0.00124169,-0.00071180,-0.00055563
1.1104876995,1.5809439421,0.1357262880,255,177,0,-0.00083371,0.00100843,-0.00011230,-0.00055611
1.1104876995,1.5916428566,0.1280648708,255,216,0,-0.00017513,0.00050228,-0.00011230,-0.00045717
1.1104879379,1.6023415327,0.1183754653,244,255,0,-0.00055453,0.00072819,-0.00011206,-0.00045848
1.1104868650,1.6130416393,0.1186630428,246,255,0,0.00006304,0.00027415,-0.00011313,0.00024164
1.1104851961,1.6236423254,0.1247006431,255,233,0,-0.00028936,0.00078415,-0.00071478,0.00014234
1.1104836464,1.6343430281,0.1293292195,255,210,0,-0.00085078,0.00112135,-0.00071633,0.00014305
1.1104824543,1.6450432539,0.1310078055,255,201,0,-0.00047219,0.00054404,-0.00011754,0.00024331
1.1104813814,1.6557434797,0.1328263879,255,192,0,-0.00047362,0.00054556,-0.00011861,0.00024343
1.1104805470,1.6663433313,0.1316349953,255,198,0,0.00013499,0.00023026,-0.00011945,0.00014329
1.1104795933,1.6770433187,0.1311835796,255,201,0,-0.00042643,0.00050550,-0.00012040,0.00024331
1.1104787588,1.6877431870,0.1302621663,255,205,0,-0.00075783,0.00080507,-0.00012124,0.00024319
1.1104781628,1.6984428167,0.1278307587,255,217,0,-0.00057924,0.00063979,-0.00012183,0.00024283
1.1104775667,1.7091424465,0.1249393448,255,232,0,-0.00118066,0.00123966,-0.00012243,-0.00035751
1.1104772091,1.7197419405,0.1203779429,255,255,0,-0.00177205,0.00196782,-0.00072277,-0.00045800
1.1104772091,1.7304408550,0.1123815253,214,255,0,-0.00109848,0.00153087,-0.00012279,-0.00105917
1.1104769707,1.7411400080,0.1063381135,183,255,0,0.00093811,0.00133369,-0.00012302,0.00093997
1.1104767323,1.7518391609,0.1002936959,154,255,0,-0.00136630,0.00200185,-0.00142324,0.00033915
1.1104751825,1.7625398636,0.1056232825,180,255,0,-0.00102672,0.00163119,-0.00072479,0.00103986
1.1104736328,1.7731404305,0.1101348773,203,255,0,-0.00013512,0.00074733,0.00057364,-0.00045955
1.1104713678,1.7838418484,0.1204794720,255,254,0,0.00054947,0.00061398,-0.00012863,0.00024188
